no,class,id,name,sort,eYear,homepageURL
1,Track,Trac001,울산대_중국어·중국학트랙,"어문학, 중국학",1985,https://humanities.ulsan.ac.kr/humanities/5568
2,Track,Trac002,호서대_중국사회문화트랙,중국학,1991,https://china.hoseo.ac.kr/Home/Main.mbz
3,Track,Trac003,호서대_중국비즈니스트랙,통상학,1991,https://china.hoseo.ac.kr/Home/Main.mbz
