no,class,id,curriumYear,grade,semester,credit,type,sortA,sortB,sortC,sortD,name,categoryA,categoryB,description,descriptionSource,descriptionSourceURL,referenceChannel,referenceMedia,referenceURL,note,previousDescription
444,Course,Cour0444,2025,2,1,2,중국,,전공,,,중국어회화실습Ⅰ,어학,,"초급중국어실습에서 익힌 것을 바탕으로 원어민 교수와 함께 듣고 말하기, 듣고 쓰기 등의 연습을 통해 청취력 및 구사능력을 배양한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
445,Course,Cour0445,2025,2,1,3,중국,,전공,,,중국어강독Ⅰ,어학,,초급 이상 수준의 중국어 학습자들에게 기초적인 문형부터 복합적인 문형에 이르기까지 중국어의 여러 가지 단문을 듣고 이해할 수 있는 능력을 함양한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
446,Course,Cour0446,2025,2,1,3,중국,,전공,,,중국문학사,문학,,"중국문학에 대한 가장 포괄적이고 기초적인 이해를 높이기 위해, 중국지도를 통하여 중국의 고대 역사의 흐름과 지리적 배경을 익히고, 시경, 고시, 초사와 부, 산문 등의 장르별 문학사적 위치를 정리하여 중국의 선진시기부터 위진남북조시기 문학에 대한 전반적인 이해력을 배양 한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
447,Course,Cour0447,2025,2,1,3,중국,,전공,,,중국역사와사상,문화,,"중국 중학교 1학년 1학기 역사교과서를 교재로 선택하여 중국인들이 중국역사를 어떻게 공부하는지를 알아본다. 중국의 역사지도, 문화관련 인터넷자료를 참조하여 이해를 높인다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
448,Course,Cour0448,2025,2,1,3,중국,,전공,,,한자의세계,어학,,"한자의 기원과 구조 및 발전법칙을 학습하고, 이를 통해 중국문자 및 한자문화권에 대한 이해를 높이는 데 본 교과의 목표가 주어지게 된다. 이를 위해 첫 단계에서는 한자학의 정의와 연구 범위, 한자의 발생과정과 구조 및 발전 법칙을 학습하여 한자일반에 대한 이해를 도모한다. 이를 기초로 다음 단계에서는 갑골문, 금문, 전국문자, 진나라 계통 문자, 예서와 해서, 간체자 등 각 발전단계의 한자체계에 대한 소개와 한자의 정보화 및 미래에 대해서도 함께 논의함으로써 한자의 역사와 기능 및 미래에 대한 이해를 높게 한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
449,Course,Cour0449,2025,2,1,3,중국,,전공,,,세계와중국,사회,,"이 수업의 목적은 글로벌 세계와 글로벌공간으로서 중국을 이해하고, 중국의 발전방향을 알아가는 것이다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
450,Course,Cour0450,2025,2,1,3,중국,,전공,,,중국경제입문,사회,,"지역별 계층별로 세분화되어 있는 중국 시장의 현황과 소비 트렌드, 중국 소비자들의 독특한 소비패턴 등을 조사하여 중국시장의 실정을 파악하고 나아가 새로운 시장의 개척 가능성에 대해 학습한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
451,Course,Cour0451,2025,2,1,3,중국,,전공,,,중국경제지리,문화,,"중국인문지리는 우선적으로 자연과 인간의 관계설정을 바탕으로 중국 대륙의 지역적 특징이 잘 반영된 핵심적인 지역문화를 살펴보고, 나아가서 포괄적인 인문지리의 개념에서 다룰 수 있는 문화지리, 경제지리, 사회지리 등의 중 상식까지 외연을 넓혀 학습함으로써 중국인, 중국문화, 중국문명에 대한 본질을 이해하는데 도움이 되는 선지식을 습득하고자 한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
452,Course,Cour0452,2025,2,2,3,중국,,전공,,,중국어회화실습Ⅱ,어학,,"초급중국어실습에서 익힌 것을 바탕으로 원어민 교수와 함께 듣고 말하기, 듣고 쓰기 등의 연습을 통해 청취력 및 구사능력을 배양한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
453,Course,Cour0453,2025,2,2,3,중국,,전공,,,중국어강독Ⅱ,어학,,초급 이상 수준의 중국어 학습자들에게 기초적인 문형부터 복합적인 문형에 이르기까지 중국어의 여러 가지 단문을 듣고 이해할 수 있는 능력을 함양한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
454,Course,Cour0454,2025,2,2,3,중국,,전공,,,중국한문강독,어학,,한문의 기초를 닦아 중국고전 및 역사와 문화에 대한 이해의 폭을 넓힌다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
455,Course,Cour0455,2025,2,2,3,중국,,전공,,,한중언어문화비교,문화,,본 수업은 중국어 언어 속에 포함된 중국문화와 이를 통한 한국문화와의 비교를 통해 서로의 문화를 더욱 분명히 인식하는데 그 목표가 있다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
456,Course,Cour0456,2025,2,2,3,중국,,전공,,,중국현대문학의이해,문학,,,,,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
457,Course,Cour0457,2025,2,2,3,중국,,전공,,,중국비즈니스문화,문화,,중국인의 비즈니스 방식과 그 문화를 역사적으로 고찰하고 구체적으로 분석하여 중국의 비즈니스 문화를 종합적으로 이해한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
458,Course,Cour0458,2025,2,2,3,중국,,전공,,,4차산업혁명과중국시장,기술,응용,"오늘날 빅 데이터 정보화 시대를 맞이하여 교육환경이 급속도로 변화하고 있다. 특히 인터넷의 확산은 지식전달에 있어 교육의 새로운 패러다임을 요구하고 있다. 우선적으로 학습자 중심의 수업을 수행할 수 있는 온라인 서비스가 원활한 하드웨어적인 환경을 구축하고, 나아가서 학습자의 능력과 특성에 맞는 교수환경과 피드백 체제를 갖추도록 해야 한다. 본 과목은 중국과 관련한 다양한 형태의 지식미디어를 온라인상의 인터넷에서 학습자 스스로 사이트 접속, 키워드 검색, 다운로드와 업로드, E-메일과 댓글 운용을 하면서 자료의 정리, 분석, 평가를 통해 최상의 정보를 습득할 수 있는 효과적인 방법을 익힌다. 나아가서 각종 멀티미디어 자료의 활용법을 익혀 교육의 질을 높이기 위한 방편으로 교수자와 학습자, 학습자간의 상호작용을 강화한 웹을 기반으로 한 교육 콘텐츠 개발에 관한 개념설계에 대해서도 다룬다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
459,Course,Cour0459,2025,2,2,3,중국,,전공,,,중국경제세미나,사회,,- 중국경제의 최근 이슈를 분석하고 발전추세 이해. - 중국지역경제의 보편성과 특수성 이해. - 중국 통계자료 서치 및 이용 방법숙지. - 중국경제에 대한 토론 능력 배양.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
460,Course,Cour0460,2025,3,1,3,중국,,전공,,,고급중국어회화실습Ⅰ,어학,,일상생활에서 요구되는 기본적인 중국어 의사소통을 위하여 학생들이 자신에 대하여 중국어로 말하는 능력을 배양하는 것을 목표로 한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
461,Course,Cour0461,2025,3,1,3,중국,,전공,,,응용시사중국어,어학,,"이 수업의 목표는 시사를 이해할 때 필요한 중국어 어휘를 학습하고, 신문, 방송 등에 사용되는 어휘, 문법, 표현을 학습하는 것이다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
462,Course,Cour0462,2025,3,1,3,중국,,전공,,,중국어학개론,어학,,"중국어학은 위진시대 이후부터 시작되었고, 당 이후에는 중국의 인문학 중에서도 주요한 자리를 차지하게 되었다. 일반적으로 음운학, 문자학, 문법학은 전공영역에서 독립적인 분야로 나누고, 중국어학의 이해는 현대 중국어학 전반에 대한 기초 토대를 마련하는 데에 중점을 둔 어음, 어법, 어휘, 방언, 문자, 수사 등 주제별로 그 특징을 살핀다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
463,Course,Cour0463,2025,3,1,3,중국,,전공,,,중국어작문실습,어학,,신HSK5급 수준의 쓰기 능력을 갖출 수 있다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
464,Course,Cour0464,2025,3,1,3,중국,,전공,,,중국역대명문선독,문학,,중국역사상 불후의 명문만을 골라 독해와 아울러 그 속에 담긴 사상과 지혜를 익힌다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
465,Course,Cour0465,2025,3,1,3,중국,,전공,,,중국무역실무,기타,실무,"중국비즈니와 관련 중국무역용어, 무역절차, 무역법규, 무역정보분석등 중국 무역비즈니와 관련된 이론 및 실무.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
466,Course,Cour0466,2025,3,1,3,중국,,전공,,,중국문화콘텐츠산업의이해,사회,,중국정부가 미래산업으로 육성하고 있을 뿐만아니라 향후 막대한 우리의 마켓이 될 중국 문화산업의 현황을 우리 문화산업의 발전현황 비교분석적으로 학습함으로써 관련 분야의 전문성을 함양한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
467,Course,Cour0467,2025,3,1,3,중국,,전공,,,중국어프레젠테이션,어학,응용,"이 수업의 목표는 PPT 제작능력과 발표기술을 높히고, 중국어 발표문 제작 및 원어 발표 능력을 증진시키는 것이다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
468,Course,Cour0468,2025,3,2,3,중국,,전공,,,고급중국어회화실습Ⅱ,어학,,일상생활에서 요구되는 기본적인 중국어 의사소통을 위하여 학생들이 자신에 대하여 중국어로 말하는 능력을 배양하는 것을 목표로 한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
469,Course,Cour0469,2025,3,2,3,중국,,전공,,,고급중국어강독,어학,,"중급 중국어를 이수한 학생을 대상으로 고급중국어 회화, 독해, 문법과 작문을 학습한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
470,Course,Cour0470,2025,3,2,3,중국,,전공,,,중국어문법,어학,,중국어의 품사와 구의 기능을 중심으로 학습자들이 올바른 중국어 문장을 구성할 수 있게 하는데 수업의 목표를 둔다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
471,Course,Cour0471,2025,3,2,3,중국,,전공,,,중한번역실습,어학,,- 심화된 중국 원문 강독 능력을 배양. - 최신 시사용어 및 고급 문장 숙지 및 구사. - 최신 중국 시사 및 이슈를 통한 글로벌 트랜드 파악. - 다양한 번역 장르 탐독을 위한 원문 번역 및 발표,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
472,Course,Cour0472,2025,3,2,3,중국,,전공,,,중국어문특강,어학,,중국 언어학& 문학 토론과 연구 상황에 대한 최근 주요 주제에 대한 변화에 대해서 학생들은 심오한 토론과 프레젠테이션에 의해 중국 언어학& 문학의 이해가 될 수 있도록 한다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
473,Course,Cour0473,2025,3,2,3,중국,,전공,,,중국투자론,사회,실무,"중국 각 지역 투자여건, 주요 투자유치정책, 법규 및 조직, 투자절차, 투자환경조사기법 등 학습을 통해 중국현지투자에 필요한 실무적 지식을 배양한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
474,Course,Cour0474,2025,3,2,3,중국,,전공,,,중국경제법률과통상,사회,실무,"중국경제의 심층적 이해 및 중국통상에 대한 전문성 제고를 위해 빠르게 변화되고 있는 중국의 각종 경제법률(지적재산권, 기업, 상업활동, 생태환경, 세금, 금융외환 등)에 대한 기본내용과 중국의 대외무역 상황을 학습한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
475,Course,Cour0475,2025,3,2,3,중국,,전공,,,중국통상원문강독,사회,실무,- 중국통상 관련 원문을 서치하는 능력 제고. - 중국 통산 관련 원문의 강독 능력 배양. - 중국통상의 최근 이슈 파악. - 각자 관심 있는 중국통상 관련 원문 발굴 발표,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
476,Course,Cour0476,2025,4,1,3,중국,,전공,,,무역중국어,어학,,"중국 상업용어를 집중적으로 가르치고 자기의 의사를 정확하게 표시할 수 있도록 훈련시킨다. 아울러 중국과의 수출입 및 투자 등에 필요한 이력서, 상업계약서, 공문, 안내문, 그리고 초청장 등 다양한 형식의 중국어와 관련지식을 학습하게 하여 취업을 대비한 실무능력을 키운다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
477,Course,Cour0477,2025,4,1,3,중국,,전공,,,중국어문학원전강독,어학,응용,"이 코스의 목표는 중국 언어학, 문학 그리고 독해력 개선에 대한 선택은 .대표적인 중국 언어학과 문학 중국책을 이용하여 이해하도록 할 예정이다이다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,교과목개요에 오타 있음.,
478,Course,Cour0478,2025,4,1,3,중국,,전공,,,차이나마케팅,사회,실무,"차이나마케팅의 특징, 마케팅 기법, 한국기업 및 외국기업의 마케팅 성공실패 사례, 마케팅 활성화 전략 등 심도있는 학습을 통해 실무 능력을 함양한다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
479,Course,Cour0479,2025,4,1,3,중국,,전공,,,중국전자상거래창업론,사회,실무,"중국 소비시장의 현황,동향,전망 등을 이해하고 중국기업 경영 및 창업의 노하우를 배운다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
480,Course,Cour0480,2025,4,1,3,중국,,전공,,,중국뉴스청취,어학,,중국 뉴스에 대해 받아쓰기와 해석을 통해 청취력을 향상시킨다. 표준 발음과 비표준 발음을 학습할 수 있고 고급 중국어를 학습할 수 있다.,교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
481,Course,Cour0481,2025,4,2,3,중국,,전공,,,중국문화콘텐츠제작실습(캡스톤디자인),문화,,"중국영화가 그려낸 중국의 정치, 경제, 문화의 중심으로 중국의 현실적인 이모저모를 디지털적인 기술과 아날로그적인 감성을 아우르며 이해하고 정리해본다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
482,Course,Cour0482,2025,4,2,3,중국,,전공,,,중국문화콘텐츠세미나(캡스톤디자인),사회,,"중국기업의 경영, 사업추진, 인력, 마케팅 관리 등 사례를 통해 중국기업경영의 노하우를 배운다.",교과목해설조회,https://kscms.ks.ac.kr/china/CMS/Contents/Contents.do?mCode=MN025,대학홈페이지,교육과정조회,https://kscms.ks.ac.kr/haksa/CMS/Contents/Contents.do?mCode=MN184,,
483,Course,Cour0483,2025,1,1,3,중국,,전공,,기초,한자와한자어,어학,,"본 강좌는 한자의 유래와 발전 과정, 그리고 현대적 변용을 포함한 한자를 둘러싼 여러 가지 사항들에 대해 학습하도록 설계되어 있다. 이 과정을 통해 수강생은 한자 자체에 대한 흥미를 높일 수 있으며, 더 많은 한자를 학습하게 됨은 물론 현대 사회에서 한자가 담당하고 있는 역할과 전망에 대해서도 이해하게 될 것이다.",교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
484,Course,Cour0484,2025,1,2,3,중국,,전공,,기초,중국역사의이해,사회,,고대로부터 현대에 이르기까지 중국 역사를 개괄적으로 살피고 중국 역사에 대한 전반적인 지식을 습득하게 한다. 이를 통해 학생들이 중국 역사에 대한 보다 폭넓은 시각을 가지게 하는 것을 목표로 한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
485,Course,Cour0485,2025,1,1,3,중국,,전공,,기초,중국디지털인문정보,기술,응용,본 강좌는 중국의 인문지리에 대해 이해하고 그에 기초한 중국의 언어·문학·문화 관련 콘텐츠를 디지털정보의 관점에서 재생산하는 데 목표를 둔다. 본 과목에서는 중국의 인문 정보를 탐색하고 노코드툴을 이용함으로써 코드에 대한 이해 없이도 정보를 시각화하고 웹으로 퍼블리싱하는 능력을 배양한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
486,Course,Cour0486,2025,1,2,3,중국,,전공,,기초,중국문자의이해,어학,,"중국문자의 역사, 중국문자의 구조, 자형의 역사적 변천, 자형과 의미와의 관계, 문자의 간략화 등에 관한 학습을 통하여 중국 문자 활용·능력을 증진시키고, 학문적 기초를 다지게 한다.",교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
487,Course,Cour0487,2025,2,1,3,중국,교직,전공,필수,,중국언어의이해,어학,,중국 언어의 탄생과 형성 및 발전과정을 체계적으로 소개하고 보편적 언어학의 관점에서 중국어를 고찰해 봄으로써 중국어학 전공 자의 학문적 지식과 소양을 함양시킨다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
488,Course,Cour0488,2025,2,2,3,중국,교직,전공,필수,,중국고대문학사,문학,,중국의 고대문학사 가운데 선진(先秦)부터 당대(唐代)까지의 문학사를 학습하고 각 시대별 대표적 문학 장르와 문학 특색 및 발전 과정을 분석하여 인문학적 소양을 함양시켜 중국문학 전반에 대한 이해를 증진시킨다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
489,Course,Cour0489,2025,3,2,3,중국,,전공,필수,,중국현대문학사,문학,,중국고전문학과 구별되는 중국현대문학의 특징을 아편전쟁부터 중화인민공화국 수립시기까지의 문학현상을 통해 알아본다. 또한 중국현대문학이 탄생하고 발전하는 과정의 시대적 배경과 조건을 알아보고 중국현대문학이 어떻게 현실에 대응하며 변화 발전하였 는지 그 문학사적 맥락을 고찰해 본다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
490,Course,Cour0490,2025,4,1,3,중국,,전공,필수,,중국어의사소통의이해,어학,,"본 강좌는 상호작용 과정에서 중국어가 어떻게 그리고 어떤 원리로 사용되는가를 이해하는 데 목표를 둔다. 사용 속에서 발견되는 여러 중국어 현상들을 협력원리, 언어행위, 공손성 등 화용론의 주요 개념들을 토대로 이해함으로써 의사소통 능력의 배양과 제고에 도움이 될 것이다.",교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
491,Course,Cour0491,2025,4,1~2,0,기타,,전공,필수,,졸업논문,기타,,,,,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
492,Course,Cour0492,2025,1,1,3,중국,,전공,선택,,초급중국어회화Ⅰ,어학,,"중국어의 발음과 어휘, 문법에 관한 기초 이론을 학습 시키고, 회화 실습을 통하여 생활 중국어를 구사할 수 있도록 훈련시킨다.",교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
493,Course,Cour0493,2025,1,2,3,중국,,전공,선택,,초급중국어회화Ⅱ,어학,,"중국어의 발음과 어휘, 문법에 관한 기초 이론을 학습 시키고, 회화 실습을 통하여 생활 중국어를 구사할 수 있도록 훈련시킨다",교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
494,Course,Cour0494,2025,2,1,3,중국,교직,전공,선택,,한문강독,어학,,본 강좌는 고전중국어로서 한문 문장의 어법과 구문에 대한 이해를 목표로 학습한다. 이를 통해 중국인문학의 근간을 이루는 중국의 역사와 사상에 대한 초보적인 이해를 탐색한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
495,Course,Cour0495,2025,2,1,3,중국,,전공,선택,,중급중국어회화Ⅰ,어학,,초급중국어회화보다 한 단계 높은 수준의 테마별 응용중국어를 구사할 수 있도록 입체적인 상황별 회화학습 및 중국어회화를 구성 하는 문법을 병행하여 학습한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
496,Course,Cour0496,2025,2,2,3,중국,,전공,선택,,중급중국어회화Ⅱ,어학,,초급중국어회화보다 한 단계 높은 수준의 테마별 응용중국어를 구사할 수 있도록 입체적인 상황별 회화학습 및 중국어회화를 구성 하는 문법을 병행하여 학습한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
497,Course,Cour0497,2025,2,2,3,중국,,전공,선택,,중국언어와사회,어학,,중국 언어의 형성과 언어의 발달과정을 체계적으로 소개하고 중국어 학습의 기초를 다지고 중국사회에 대한 전반적인 이해를 함양시킨다. 또한 사회언어학적 관점에서 중국언어의 특징과 중국사회의 상관관계에 대하여 이해한다.,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,학과홈페이지,교육과정조회,https://zhongwen.khu.ac.kr/zhongwen/user/contents/view.do?menuNo=2300050,,
