no,class,id,curriumYear,grade,semester,credit,type,sortA,sortB,sortC,sortD,name,categoryA,categoryB,description,descriptionSource,descriptionSourceURL,referenceChannel,referenceMedia,referenceURL,note,previousDescription
1,Course,Cour0001,2025,1,1,1,기타,,교양,,기초,인성세미나,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
2,Course,Cour0002,2025,1,1,1,기타,,교양,,기초,CollegeEnglishⅠ,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
3,Course,Cour0003,2025,1,1,2,기타,,교양,,기초,인문사회글쓰기,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
4,Course,Cour0004,2025,1,1,2,기타,,교양,,기초,AI중심세상,기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
5,Course,Cour0005,2025,1,1,2,기타,,교양,,,융합교양,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
6,Course,Cour0006,2025,1,1,2,기타,,교양,,,융합교양,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
7,Course,Cour0007,2025,1,1,2,기타,,교양,,,융합교양,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
8,Course,Cour0008,2025,1,1,3,중국,,교양,,,기초생활중국어,어학,,일상생활에서 활동할 수 있는 기초 중국어 회화 능력을 배양하는 교과목으로 실생활에서 빈번하게 접하는 대화 상황을 바탕으로 기본 표현과 문법을 익히 자연스러운 의사소통을 실현해 나간다.,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
9,Course,Cour0009,2025,1,1,3,중국,,교양,,,기초한자와고사성어,어학,,"중국어 문해력의 기초를 다지는 교과목으로, 필수 한자와 고사성어를 학습한다. 한자의 구성 원리와 의미를 체계적으로 익히고, 일상에서 자주 사용하는 고사성어를 통해 중국 문화의 뿌리와 역사를 이해하는 데 중점을 둔다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
10,Course,Cour0010,2025,1,1,3,기타,,교양,,,문화콘텐츠분석과상상력,문화,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
11,Course,Cour0011,2025,1,1,3,기타,,교양,,,한국어학의이해,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
12,Course,Cour0012,2025,1,1,3,기타,,교양,,,LanguageandCulture,문화,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
13,Course,Cour0013,2025,1,1,3,기타,,교양,,,영미문학의이해,문학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
14,Course,Cour0014,2025,1,1,3,기타,,교양,,,기초일본어,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
15,Course,Cour0015,2025,1,1,3,기타,,교양,,,일본의이해,사회,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
16,Course,Cour0016,2025,1,1,3,기타,,교양,,,기초독일어,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
17,Course,Cour0017,2025,1,1,3,기타,,교양,,,기초프랑스어,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
18,Course,Cour0018,2025,1,1,3,기타,,교양,,,유럽의문화와예술,문화,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
19,Course,Cour0019,2025,1,2,1,기타,,교양,,기초,창의NTree,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
20,Course,Cour0020,2025,1,2,1,기타,,교양,,기초,CollegeEnglishⅡ,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
21,Course,Cour0021,2025,1,2,2,기타,,교양,,기초,인성과리더십,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
22,Course,Cour0022,2025,1,2,2,기타,,교양,,기초,AI프로그래밍입문,기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
23,Course,Cour0023,2025,1,2,3,기타,,교양,,,융합교양,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
24,Course,Cour0024,2025,1,2,2,기타,,교양,,,융합교양,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
25,Course,Cour0025,2025,1,2,3,중국,,교양,,,중국문학입문,문학,,"주나라부터 당나라에 이르는 문학의 기초 이해를 목표하는 교과목으로, 각 시대의 대표 작품을 장르별로 소개하고 그 사회적 맥락을 함께 탐구한다. 이를 통해 역사와 문학의 흐름을 학습하며, 작품의 시대적 배경과 작가별 특성 파악한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
26,Course,Cour0026,2025,1,2,3,중국,,교양,,,중국어로배우는중국문화,문화,,"중국어 학습과 함께 중국문화에 대한 전반적인 이해를 형성하는 교과목으로, 언어 능력뿐만 아니라 문화에 대한 넓은 지식을 쌓을 수 있다. 중국의 역사, 문화, 지리, 민족, 언어와 문자, 종교, 음식, 생활 등을 두루 탐구하며 기초 중국어 실력을 향상시킨다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
27,Course,Cour0027,2025,1,2,3,기타,,교양,,,한국문학의이해,문학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
28,Course,Cour0028,2025,1,2,3,기타,,교양,,,대중매체와언어,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
29,Course,Cour0029,2025,1,2,3,기타,,교양,,,영어의이해,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
30,Course,Cour0030,2025,1,2,3,기타,,교양,,,영미콘텐츠와미디어,문화,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
31,Course,Cour0031,2025,1,2,3,기타,,교양,,,초급일본어,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
32,Course,Cour0032,2025,1,2,3,기타,,교양,,,기초일본어한자,어학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
33,Course,Cour0033,2025,1,2,3,기타,,교양,,,독일문학입문,문학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
34,Course,Cour0034,2025,1,2,3,기타,,교양,,,프랑스명작산책,문학,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
35,Course,Cour0035,2025,1,2,3,기타,,교양,,,박물관으로보는유럽문화,문화,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
36,Course,Cour0036,2025,2,1,2,기타,,교양,,기초,AI프로그래밍응용,기술,응용,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
37,Course,Cour0037,2025,2,1,3,중국,,전공,필수,,근현대중국의이해,사회,,"아편전쟁 시기부터 현재까지 중국이 겪어온 근현대 역사와 정치, 문화의 변천 과정을 탐구한다. 서양 열강과의 충돌로 시작된 청나라의 몰락, 중화민국 설립, 국공내전과 중화인민공화국 건국, 문화대혁명과 개혁개방에 이르는 다양한 역사적 사건과 인물을 다루며, 이를 통해 우리나라와의 역사적 관계와 상호작용을 이해한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
38,Course,Cour0038,2025,2,1,3,중국,,전공,선택,,초급중국어읽기와쓰기Ⅰ,어학,,"초급 수준의 중국어 읽기와 쓰기의 기초를 배우는 교과목이다. 기본적인 문법과 어휘를 익히며, 많은 텍스트를 읽고 이해하는 능력을 키운다. 또한, 문장 작성 연습을 통해 기초적인 문장 구성 능력을 배양한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
39,Course,Cour0039,2025,2,1,3,중국,,전공,선택,,초급중국어듣기와말하기,어학,,"초급 수준의 중국어 듣기와 말하기 능력을 향상시키기 위한 교과목이다. 연습과 기초 회화 연습을 통해 중국어의 기본 구조와 표현을 익히고, 실제 상황에서 중국어를 사용하는 능력을 배양한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
40,Course,Cour0040,2025,2,1,3,중국,,전공,선택,,현대중국의문학,문학,,"1919년 신문화운동 시기부터 현재까지의 중국 문학과 작품을 다루는 교과목으로, 현대 중국 문학의 주요 주제를 탐구하여 사회·문화적 변화와 그에 대한 문학적 반영을 살펴본다. 이를 통해 문학이 중국의 역사적 전환과 함께 어떻게 발전해왔는지 이해하는 데 중점을 둔다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
41,Course,Cour0041,2025,2,1,3,중국,,전공,선택,,중국의역사와문학,문학,,"송나라부터 청나라에 이르는 문학의 기초 이해를 목표로 하는 교과목으로, 각 시대의 대표 작품을 장르별로 소개하고 그 사회적 맥락을 함께 탐구한다. 이를 통해 역사와 문학의 흐름을 학습하며, 작품의 시대적 배경과 작가별 특징을 파악한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
42,Course,Cour0042,2025,2,1,3,기타,,전공,선택,,[AI인문기초 교과목],기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
43,Course,Cour0043,2025,2,2,0,기타,,교양,,기초,사회봉사,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
44,Course,Cour0044,2025,2,2,2,기타,,교양,필수,,AI와데이터과학,기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
45,Course,Cour0045,2025,2,2,3,중국,,전공,선택,,초급중국어읽기와쓰기Ⅱ,어학,,"초급 수준의 중국어 읽기와 쓰기의 기초를 배우는 교과목이다. 기본적인 문법과 어휘를 익히며, 많은 텍스트를 읽고 이해하는 능력을 키운다. 또한, 문장 작성 연습을 통해 기초적인 문장 구성 능력을 배양한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
46,Course,Cour0046,2025,2,2,3,중국,,전공,선택,,영화로본중국현대사회,사회,,"영화와 다큐멘터리 등 다양한 영상을 통해 중국 현대사와 현대사회의 주요 사건, 사회적 현상 및 변화 과정을 탐구한다. 이를 통해 중국의 사회적, 문화적 변천을 다각도로 이해하고, 현대 중국이 직면한 도전과 그 배경에 대한 통찰을 넓힌다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
47,Course,Cour0047,2025,2,2,3,중국,,전공,선택,,중국고대인물탐구,문화,,"중국 고대 역사에 이름을 남긴 위인들의 생애와 사상을 깊이 있게 소개하고 탐구하며, 이를 통해 중국의 역사적 흐름을 파악하고 우리 삶을 돌아보며 미래를 설계하는 데 의미 있는 영감을 얻는다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
48,Course,Cour0048,2025,2,2,3,중국,,전공,선택,,중국의지리와지역문화,문화,,"중국의 다양한 지리적 특성과 문화적 중요성을 탐구하며, 주요 지역과 각 지역의 고유한 문화적 특징을 학습한다. 이를 통해 중국의 지역적 다양성과 문화적 차이에 대한 이해를 넓힐 수 있다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
49,Course,Cour0049,2025,2,2,3,중국,,전공,선택,,현대중국의정치와외교,사회,,"중화인민공화국 성립 이후 현재에 이르기까지의 중국 정치 변천 과정과 정치 시스템, 외교 정책 등을 종합적으로 분석하며, 이를 바탕으로 주요 정치인과 대표적 외교가의 역할과 영향력을 탐구한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
50,Course,Cour0050,2025,3,1,3,중국,,전공,필수,,중급중국어읽기와쓰기,어학,,"중국어 읽기와 쓰기 능력을 향상시키는 교과목으로, 다양한 수준의 텍스트를 분석하고 해석하는 능력과 논리적이며 설득력 있는 글쓰기 능력을 체계적으로 배양하는 데 중점을 둔다. 또한 실생활에 응용할 수 있는 실질적인 표현력을 키운다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
51,Course,Cour0051,2025,3,1,3,중국,,전공,필수,,AI활용중국어자격증시험연습,어학,,"AI 도구를 활용하여 중국어 자격증 시험 준비를 지원하는 교과목으로, 모의시험을 통해 실전 감각을 익히고 AI 기반의 맞춤형 피드백을 제공한다. 이를 통해 학습자는 자격증 취득에 필요한 실질적 역량을 효과적으로 강화할 수 있다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
52,Course,Cour0052,2025,3,1,3,중국,,전공,선택,,중급중국어듣기와말하기Ⅰ,어학,,"중급 수준의 회화와 듣기 능력을 기르는 교과목으로, 유창하고 정확한 표현법을 익혀 실제 상황에서 자연스럽게 중국어를 구사하는 데 중점을 둔다. 다양한 대화 상황에서 자신의 의견을 논리적이고 명확하게 전달하는 능력을 강화한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
53,Course,Cour0053,2025,3,1,3,중국,,전공,선택,,AI활용시사중국어,사회,,"AI 도구를 활용하여 중국의 최신 시사 문제를 분석하고, 이를 통해 언어 능력을 향상시키는 교과목이다. 시사 자료를 통해 관련 어휘와 표현을 학습하고, AI 분석으로 효과적인 정보 이해와 정리 방법을 익힌다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
54,Course,Cour0054,2025,3,1,3,중국,,전공,선택,,중국의AI산업및문화산업,사회,,"중국의 AI산업과 문화 산업을 통해 국가적 방향성을 파악하는 데 중점을 두는 교과목이다. AI 기술과 문화 산업의 발전 양상과 정책적 지원을 살펴보며, 중국이 지향하는 미래 비전과 그 전략적 의도를 이해할 수 있도록 돕는다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
55,Course,Cour0055,2025,3,1,3,기타,,전공,선택,,[AI인문기초 교과목],기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
56,Course,Cour0056,2025,3,1,2,기타,교직,전공,,,교과논리및논술,기타,실무,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
57,Course,Cour0057,2025,3,2,1,기타,,교양,필수,기초,취·창업진로세미나,기타,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
58,Course,Cour0058,2025,3,2,3,기타,,전공,필수,,P-실무프로젝트,기타,실무,전공 이론을 실제에 적용해 실무 역량을 키우는 프로젝트 기반 교과목으로 학생들은 팀 단위로 프로젝트를 수행하며 실무 경험을 통해 이론과 실습을 결합한 역량을 축적하는 것을 목표로 한다.,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
59,Course,Cour0059,2025,3,2,3,중국,,전공,선택,,중급중국어듣기와말하기Ⅱ,어학,,"중급 수준의 회화와 듣기 능력을 기르는 교과목으로, 유창하고 정확한 표현법을 익혀 실제 상황에서 자연스럽게 중국어를 구사하는 데 중점을 둔다. 다양한 대화 상황에서 자신의 의견을 논리적이고 명확하게 전달하는 능력을 강화한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
60,Course,Cour0060,2025,3,2,3,중국,,전공,선택,,AI기반한중중한번역연습,어학,,"AI 도구를 활용하여 한중, 중한 번역을 연습하는 교과목이다. AI 번역 도구의 활용법을 익혀 실용적인 번역 기술을 배양하고 다양한 텍스트를 번역하는 과정에서 번역의 정확성과 효율성을 동시에 높인다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
61,Course,Cour0061,2025,3,2,3,중국,,전공,선택,,빅데이터활용한중언어문화교류,기술,,"한국과 중국 양국 학생 간의 언어와 문화 교류를 활성화하기 위해 설계된 교과목이다. 빅데이터 분석을 통하여 서로의 언어 사용과 문화적 차이를 이해하고, 이를 바탕으로 효과적인 소통 방법을 학습한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
62,Course,Cour0062,2025,3,2,3,중국,,전공,선택,,AI활용중국근현대인물탐구,기술,응용,"AI 기술을 활용하여 중국 근현대사의 주요 인물들을 심층적으로 탐구하는 교과목이다. AI 분석을 통해 주요 인물들의 생애와 업적, 시대적 영향을 다각도로 이해하며, 역사적 맥락 속에서 이들의 역할과 의미를 새롭게 조명한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
63,Course,Cour0063,2025,3,2,3,기타,,전공,선택,,[AI인문기초 교과목],기술,,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
64,Course,Cour0064,2025,3,2,3,기타,교직,전공,,,외국어교과교재연구및지도법,기타,실무,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
65,Course,Cour0065,2025,4,1,3,중국,,전공,선택,,홍콩대만마카오의역사와현실,사회,,"홍콩, 대만, 마카오의 역사와 현대 정치, 경제, 문화적 이슈를 탐구하는 교과목이다. 각 지역의 독특한 역사적 배경과 현재의 사회적 문제에 대한 이해를 넓히며 이들 지역의 특수성 및 중국 대륙과의 이해관계 등을 분석한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
66,Course,Cour0066,2025,4,1,3,중국,,전공,선택,,고급중국어듣기와말하기Ⅰ,어학,,고급 수준의 중국어 듣기와 말하기 능력을 향상시키기 위한 교과목이다. 실제 다양한 대화 상황에서 고급 수준의 표현과 어휘를 자연스럽게 사용할 수 있도록 연습한다.,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
67,Course,Cour0067,2025,4,1,3,중국,,전공,선택,,AI기반한중중한번역연습Ⅱ,어학,,"AI기반 한중 중한 번역연습의 연장 과정으로, 보다 전문화된 텍스트에 대한 정확한 번역 연습을 진행한다. 전문 텍스트 번역에서 필요한 기술을 AI 도구와 함께 학습하며 이 교과목을 통해 실무에서 활용할 수 있는 번역 능력을 배양할 수 있다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
68,Course,Cour0068,2025,4,1,3,중국,,전공,선택,,AI기반미디어중국어,어학,,"AI 기술을 활용하여 한중 미디어 콘텐츠를 번역하는 교과목이다. 최신 AI 번역 도구를 사용해 한중 간의 다양한 미디어 자료를 번역하고, AI 번역의 한계와 인간 번역의 차이를 학습한다. 이를 통해 실무적인 번역 능력과 AI 도구 활용 역량을 동시에 강화한다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
69,Course,Cour0069,2025,4,1,3,기타,교직,전공,,,외국어교과교육론,기타,실무,,,,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
70,Course,Cour0070,2025,4,2,3,중국,,전공,선택,,고급중국어읽기와쓰기,어학,,"고급 수준의 중국어 읽기와 쓰기 능력을 향상시키는 교과목으로, 고급 어휘와 문법을 사용해 자신의 생각을 명확하고 설득력 있게 표현할 수 있도록 돕는다. 다양한 주제를 다루며 독해력을 강화하고, 여러 분야에 대한 이해도를 넓힐 수 있다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
71,Course,Cour0071,2025,4,2,3,중국,,전공,선택,,AI시대의중국취업과창업,사회,실무,"AI 기술을 기반으로 하는 중국 관련 취업과 창업 기회를 탐색하는 교과목이다. AI가 중국 산업과 고용 시장에 미치는 영향을 분석하고, 최신 취업 트렌드와 창업 환경에 대해 학습한다. 이를 통해 AI 시대에 필요한 역량을 갖추고, 중국 관련 성공적인 취업과 창업을 위한 실질적인 준비를 할 수 있다.",대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
72,Course,Cour0072,2025,4,2,3,중국,,전공,선택,,고급중국어듣기와말하기Ⅱ,어학,,고급 수준의 중국어 듣기와 말하기 능력을 향상시키기 위한 교과목이다. 실제 다양한 대화 상황에서 고급 수준의 표현과 어휘를 자연스럽게 사용할 수 있도록 연습한다.,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,대학홈페이지,대학요람,https://ibook.gachon.ac.kr/Viewer/QBAKA66UUZ37,,
73,Course,Cour0073,2025,0,1,3,중국,,교양,선택,,중어Ⅰ,어학,,"중국어를 처음으로 학습하는 자를 대상으로 하여, 표준중국어의 발음방법과 중국어 문장의 구성방법 등을 학습하는 동시에 일상 회화 능력을 습득하도록 한다.",교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=&alignKey=,,
74,Course,Cour0074,2025,0,2,3,중국,,교양,선택,,중어Ⅱ,어학,,"중어1의 후속과목으로서, 보다 다양하고 수준 높은 일상 회화 능력을 구비하도록 한다.",교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
75,Course,Cour0075,2025,0,1,3,중국,,교양,선택,,한문Ⅰ,어학,,중국의 고전과 다양한 장르의 문학작품을 독해하고 감상할 수 있는 능력을 기르기 위해서 한자의 구조와 한문의 구성 등을 학습하면서 아울러 중국의 고전문학작품을 선별하여 감상한다.,교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
76,Course,Cour0076,2025,0,1~2,3,중국,,전공,,기초,중국문화의이해,문화,,"중국 사회를 대상으로 하여, 언어의 유형적 특성, 지리적 배경, 정치 경제적 상황, 의복․ 음식․ 주거문화의 특징, 역사적 흐름 등을 살펴보며, 이를 통하여 현대 중국 사회를 이해하고자 한다.",교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
77,Course,Cour0077,2025,3,2,3,중국,,전공,선택,,고급중국어회화,어학,,고급 중국어 읽기의 연속 과목으로 고급 수준의 회화와 고급 수준의 문장을 구사하는 훈련을 한다.,교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
78,Course,Cour0078,2025,2,1,3,중국,,전공,선택,,명언명구로배우는한문Ⅰ,어학,,중국언어문화를 전공하는 학생들을 대상으로 중국의 명언 명구가 들어 있는 고문을 읽고 감상하면서 고문 독해의 기초를 쌓고 현실 생활에서 활용할 수 있는 다양한 방법을 모색해 본다.,교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
79,Course,Cour0079,2025,2,2,3,중국,,전공,선택,,명언명구로배우는한문Ⅱ,어학,,"명언명구로 배우는 한문2의 연속 과목으로 중국고전문학과 예술, 사상 중에서 명언 명구가 들어 있는 문장을 읽고 감상하면서 고문 독해의 기초를 쌓고 현실 생활에서 활용할 수 있는 다양한 방법을 모색해본다.",교육과정조회,https://cn.catholic.ac.kr/cn/course/curriculum.do,학과홈페이지,교과개설정보,https://cn.catholic.ac.kr/cn/course/subjects.do?mode=list&sust=M230000339&pobtFg=ALL&year=2025&openShtm=&srSearchVal=&isEngCourses=Y&alignKey=,,
